airline_name,source,destination,date_of_journey,departure_time,arrival_time,duration,total_ s,route,target_variable_price
 GoAir,DEL,BOM,07-Jun,06:00,08:10,2h 10,0,,5460
 GoAir,DEL,BOM,07-Jun,02:40,04:50,2h 10,0,,5460
 GoAir,DEL,BOM,07-Jun,20:45,22:55,2h 10,0,,5460
 GoAir,DEL,BOM,07-Jun,07:00,09:15,2h 15,0,,5460
 AirAsia India,DEL,BOM,07-Jun,13:00,14:50,1h 50,0,,6918
 Vistara,DEL,BOM,07-Jun,06:00,08:00,2h,0,,6902
 GoAir,DEL,BOM,07-Jun,14:00,16:10,2h 10,0,,6426
 IndiGo,DEL,BOM,07-Jun,23:35,01:40,2h 05,0,,6895
 GoAir,DEL,BOM,07-Jun,22:45,01:00,2h 15,0,,6426
 GoAir,DEL,BOM,07-Jun,09:00,11:15,2h 15,0,,6426
 GoAir,DEL,BOM,07-Jun,18:45,21:00,2h 15,0,,6426
 GoAir,DEL,BOM,07-Jun,15:45,18:00,2h 15,0,,6426
 IndiGo,DEL,BOM,07-Jun,11:55,13:55,2h,0,,7283
 IndiGo,DEL,BOM,07-Jun,05:30,07:40,2h 10,0,,6895
 AirAsia India,DEL,BOM,07-Jun,04:25,06:35,2h 10,0,,6918
 IndiGo,DEL,BOM,07-Jun,07:20,09:25,2h 05,0,,7283
 IndiGo,DEL,BOM,07-Jun,10:45,12:50,2h 05,0,,7283
 IndiGo,DEL,BOM,07-Jun,17:00,19:05,2h 05,0,,7283
 IndiGo,DEL,BOM,07-Jun,06:30,08:35,2h 05,0,,7283
 SpiceJet,DEL,BOM,07-Jun,19:45,22:00,2h 15,0,,6755
 SpiceJet,DEL,BOM,07-Jun,07:20,09:35,2h 15,0,,6755
 SpiceJet,DEL,BOM,07-Jun,21:40,23:55,2h 15,0,,6755
 SpiceJet,DEL,BOM,07-Jun,18:55,21:10,2h 15,0,,6755
 Vistara,DEL,BOM,07-Jun,09:30,11:35,2h 05,0,,7332
 Vistara,DEL,BOM,07-Jun,14:20,16:30,2h 10,0,,7187
 Vistara,DEL,BOM,07-Jun,21:30,23:30,2h,0,,7795
 IndiGo,DEL,BOM,07-Jun,15:25,17:35,2h 10,0,,7283
 IndiGo,DEL,BOM,07-Jun,14:10,16:20,2h 10,0,,7283
 IndiGo,DEL,BOM,07-Jun,16:15,18:25,2h 10,0,,7283
 Vistara,DEL,BOM,07-Jun,12:50,15:00,2h 10,0,,7366
 Vistara,DEL,BOM,07-Jun,15:30,17:40,2h 10,0,,7366
 GoAir,DEL,BOM,07-Jun,20:55,23:25,2h 30,0,,6426
 Air India,DEL,BOM,07-Jun,07:00,09:05,2h 05,0,,7748
 IndiGo,DEL,BOM,07-Jun,18:10,20:25,2h 15,0,,7283
 IndiGo,DEL,BOM,07-Jun,08:45,11:00,2h 15,0,,7283
 Vistara,DEL,BOM,07-Jun,10:20,12:35,2h 15,0,,7366
 Vistara,DEL,BOM,07-Jun,08:50,11:10,2h 20,0,,7187
 Vistara,DEL,BOM,07-Jun,11:40,14:00,2h 20,0,,7187
 Air India,DEL,BOM,07-Jun,20:00,22:10,2h 10,0,,7748
 Air India,DEL,BOM,07-Jun,08:00,10:10,2h 10,0,,7748
 Vistara,DEL,BOM,07-Jun,19:45,21:55,2h 10,0,,7795
 IndiGo,DEL,BOM,07-Jun,08:00,10:20,2h 20,0,,7283
 Vistara,DEL,BOM,07-Jun,18:55,21:15,2h 20,0,,7300
 Vistara,DEL,BOM,07-Jun,17:45,20:05,2h 20,0,,7300
 Vistara,DEL,BOM,07-Jun,16:45,19:05,2h 20,0,,7366
 Air India,DEL,BOM,07-Jun,14:00,16:15,2h 15,0,,7748
 Air India,DEL,BOM,07-Jun,19:00,21:15,2h 15,0,,7748
 IndiGo,DEL,BOM,07-Jun,21:45,00:10,2h 25,0,,7283
 IndiGo,DEL,BOM,07-Jun,09:35,12:00,2h 25,0,,7283
 Vistara,DEL,BOM,07-Jun,20:40,22:50,2h 10,0,,8320
 Air India,DEL,BOM,07-Jun,21:15,23:35,2h 20,0,,7748
 Vistara,DEL,BOM,07-Jun,07:30,09:45,2h 15,0,,8320
 IndiGo,DEL,BOM,07-Jun,19:45,21:55,2h 10,0,,9015
 Air India,DEL,BOM,07-Jun,10:00,12:35,2h 35,0,,7748
 Novaturas,DEL,BOM,07-Jun,20:45,22:55,2h 10,0,,10225
 Novaturas,DEL,BOM,07-Jun,06:00,08:10,2h 10,0,,10225
 Novaturas,DEL,BOM,07-Jun,02:40,04:50,2h 10,0,,10225
 Novaturas,DEL,BOM,07-Jun,18:45,21:00,2h 15,0,,10225
 Novaturas,DEL,BOM,07-Jun,07:00,09:15,2h 15,0,,10225
 Novaturas,DEL,BOM,07-Jun,09:00,11:15,2h 15,0,,10225
 Novaturas,DEL,BOM,07-Jun,15:45,18:00,2h 15,0,,10225
 Novaturas,DEL,BOM,07-Jun,22:45,01:00,2h 15,0,,10225
 Air India,DEL,BOM,07-Jun,15:05,18:10,3h 05,1, IDR,7748
 Novaturas,DEL,BOM,07-Jun,20:55,23:25,2h 30,0,,10225
 Air India,DEL,BOM,07-Jun,17:55,22:10,4h 15,1, IXU,7748
 Hahn Air Systems,DEL,BOM,07-Jun,07:20,09:35,2h 15,0,,18959
 Hahn Air Systems,DEL,BOM,07-Jun,21:40,23:55,2h 15,0,,18959
 Hahn Air Systems,DEL,BOM,07-Jun,18:55,21:10,2h 15,0,,18959
 Hahn Air Systems,DEL,BOM,07-Jun,19:45,22:00,2h 15,0,,18959
 GoAir,DEL,BOM,07-Jun,05:20,10:45,5h 25,1, SXR,7903
 GoAir,DEL,BOM,07-Jun,11:30,17:10,5h 40,1, PAT,7903
 AirAsia India,DEL,BOM,07-Jun,18:45,00:20,5h 35,1, BLR,8131
 GoAir,DEL,BOM,07-Jun,06:05,10:20,4h 15,1, AMD,10693
 GoAir,DEL,BOM,07-Jun,09:55,15:55,6h,1, LKO,7903
 SpiceJet,DEL,BOM,07-Jun,15:30,21:45,6h 15,1, VNS,7631
 Air India,DEL,BOM,07-Jun,05:15,09:20,4h 05,1, NAG,11684
 Vistara,DEL,BOM,07-Jun,18:10,23:05,4h 55,1, AMD,9880
 SpiceJet,DEL,BOM,07-Jun,11:30,18:00,6h 30,1, DBR,7631
 AirAsia India,DEL,BOM,07-Jun,12:50,19:15,6h 25,1, GOI,7842
 SpiceJet,DEL,BOM,07-Jun,12:05,18:50,6h 45,1, GOI,7631
 IndiGo,DEL,BOM,07-Jun,06:30,11:20,4h 50,1, AMD,10832
 IndiGo,DEL,BOM,07-Jun,17:50,22:10,4h 20,1, IDR,12103
 AirAsia India,DEL,BOM,07-Jun,07:25,14:05,6h 40,1, IXR,8075
 IndiGo,DEL,BOM,07-Jun,00:15,05:30,5h 15,1, AMD,10365
 IndiGo,DEL,BOM,07-Jun,05:20,10:35,5h 15,1, IDR,11368
 IndiGo,DEL,BOM,07-Jun,11:15,16:55,5h 40,1, NAG,10832
 IndiGo,DEL,BOM,07-Jun,19:35,00:20,4h 45,1, AMD,13100
 IndiGo,DEL,BOM,07-Jun,05:45,12:50,7h 05,1, BHO,8832
 GoAir,DEL,BOM,07-Jun,20:05,02:00,5h 55,1, AMD,10693
 IndiGo,DEL,BOM,07-Jun,09:50,15:45,5h 55,1, AMD,10832
 Vistara,DEL,BOM,07-Jun,13:20,18:20,5h,1, VNS,13011
 IndiGo,DEL,BOM,07-Jun,17:00,00:05,7h 05,1, BHO,9320
 IndiGo,DEL,BOM,07-Jun,08:30,15:55,7h 25,1, JAI,8942
 IndiGo,DEL,BOM,07-Jun,04:45,11:20,6h 35,1, AMD,10260
 AirAsia India,DEL,BOM,07-Jun,10:40,19:15,8h 35,1, GOI,8052
 SpiceJet,DEL,BOM,07-Jun,19:55,05:15,9h 20,1, GOI,7631
 IndiGo,DEL,BOM,07-Jun,05:05,13:20,8h 15,1, BDQ,8653
 Vistara,DEL,BOM,07-Jun,17:10,22:20,5h 10,1, IXC,14082
 IndiGo,DEL,BOM,07-Jun,17:20,00:20,7h,1, AMD,10832
 Air India,DEL,BOM,07-Jun,10:15,15:40,5h 25,1, VNS,14064
 IndiGo,DEL,BOM,07-Jun,07:20,13:45,6h 25,1, RAJ,11919
 Air India,DEL,BOM,07-Jun,10:45,16:35,5h 50,1, GOI,13518
 Vistara,DEL,BOM,07-Jun,21:20,06:15,8h 55,1, AMD,8864
 Vistara,DEL,BOM,07-Jun,06:15,12:00,5h 45,1, BLR,13789
 IndiGo,DEL,BOM,07-Jun,13:35,19:40,6h 05,1, AMD,13110
 Vistara,DEL,BOM,07-Jun,17:50,23:30,5h 40,1, BBI,14108
 IndiGo,DEL,BOM,07-Jun,05:15,13:15,8h,1, NAG,10260
 GoAir,DEL,BOM,07-Jun,21:40,08:10,10h 30,1, CCU,7903
 AirAsia India,DEL,BOM,07-Jun,21:40,07:15,9h 35,1, BLR,8974
 Vistara,DEL,BOM,07-Jun,16:05,21:50,5h 45,1, BLR,14981
 Air India,DEL,BOM,07-Jun,11:10,17:15,6h 05,1, BBI,14338
 Vistara,DEL,BOM,07-Jun,07:30,13:00,5h 30,1, CCU,15896
 IndiGo,DEL,BOM,07-Jun,10:10,17:25,7h 15,1, IDR,12082
 IndiGo,DEL,BOM,07-Jun,07:20,15:55,8h 35,1, JAI,10242
 Vistara,DEL,BOM,07-Jun,14:15,20:15,6h,1, BLR,15040
 IndiGo,DEL,BOM,07-Jun,13:00,21:50,8h 50,1, JAI,10243
 Vistara,DEL,BOM,07-Jun,17:35,23:00,5h 25,1, HYD,16720
 GoAir,DEL,BOM,07-Jun,20:50,08:20,11h 30,1, LKO,7903
 IndiGo,DEL,BOM,07-Jun,21:05,07:10,10h 05,1, JAI,9041
 Vistara,DEL,BOM,07-Jun,17:30,23:30,6h,1, CCU,15523
 Vistara,DEL,BOM,07-Jun,17:35,23:25,5h 50,1, BLR,16046
 IndiGo,DEL,BOM,07-Jun,22:15,05:30,7h 15,1, AMD,12972
 SpiceJet,DEL,BOM,07-Jun,09:50,16:10,6h 20,1, SXR,15246
 SpiceJet,DEL,BOM,07-Jun,06:25,13:35,7h 10,1, SXR,13576
 GoAir,DEL,BOM,07-Jun,10:40,18:40,8h,1, GOI,12169
 GoAir,DEL,BOM,07-Jun,12:50,20:55,8h 05,1, IXR,12246
 AirAsia India,DEL,BOM,07-Jun,20:00,07:05,11h 05,1, GOI,8974
 AirAsia India,DEL,BOM,07-Jun,09:35,20:40,11h 05,1, BLR,8974
 Vistara,DEL,BOM,07-Jun,14:10,19:00,4h 50,1, SXR,21078
 Vistara,DEL,BOM,07-Jun,05:55,15:50,9h 55,1, IDR,10394
 SpiceJet,DEL,BOM,07-Jun,09:25,16:10,6h 45,1, SXR,16245
 SpiceJet,DEL,BOM,07-Jun,20:00,10:30,14h 30,1, JAI,7631
 AirAsia India,DEL,BOM,07-Jun,05:10,19:15,14h 05,1, GOI,8052
 AirAsia India,DEL,BOM,07-Jun,22:20,12:25,14h 05,1, JAI,8075
 SpiceJet,DEL,BOM,07-Jun,08:45,23:55,15h 10,1, MAA,7631
 IndiGo,DEL,BOM,07-Jun,20:55,07:25,10h 30,1, NAG,11141
 Vistara,DEL,BOM,07-Jun,07:05,14:30,7h 25,1, HYD,16720
 GoAir,DEL,BOM,07-Jun,08:45,17:45,9h,1, VNS,14667
 Air India,DEL,BOM,07-Jun,22:00,08:05,10h 05,1, GOI,13236
 Air India,DEL,BOM,07-Jun,05:20,16:25,11h 05,2," RPR, VTZ",12274
 GoAir,DEL,BOM,07-Jun,05:00,14:20,9h 20,1, ATQ,14773
 Vistara,DEL,BOM,07-Jun,14:45,23:00,8h 15,1, HYD,17085
 SpiceJet,DEL,BOM,07-Jun,18:55,13:40,18h 45,1, PAT,7631
 Vistara,DEL,BOM,07-Jun,13:45,22:35,8h 50,1, MAA,16447
 SpiceJet,DEL,BOM,07-Jun,05:45,18:20,12h 35,1, RAJ,11567
 SpiceJet,DEL,BOM,07-Jun,06:25,21:45,15h 20,1, VNS,9717
 Vistara,DEL,BOM,07-Jun,07:00,14:30,7h 30,1, MAA,19980
 Air India,DEL,BOM,07-Jun,12:50,19:15,6h 25,1, RAJ,24980
 Vistara,DEL,BOM,07-Jun,06:30,23:05,16h 35,1, AMD,9839
 Air India,DEL,BOM,07-Jun,14:30,22:40,8h 10,1, TRV,20620
 GoAir,DEL,BOM,07-Jun,20:55,07:25,10h 30,1, HYD,16200
 Air India,DEL,BOM,07-Jun,21:15,08:35,11h 20,1, BLR,15250
 Vistara,DEL,BOM,07-Jun,10:20,23:30,13h 10,1, BBI,13246
 Air India,DEL,BOM,07-Jun,10:45,00:35,13h 50,1, GOI,13236
 Vistara,DEL,BOM,07-Jun,20:40,08:15,11h 35,1, BLR,15890
 Vistara,DEL,BOM,07-Jun,20:35,08:40,12h 05,1, HYD,15304
 GoAir,DEL,BOM,07-Jun,20:30,10:05,13h 35,1, BLR,13749
 Hahn Air Systems,DEL,BOM,07-Jun,14:00,18:55,4h 55,1, DBR,40114
 Air India,DEL,BOM,07-Jun,09:45,21:05,11h 20,1, BLR,17455
 Vistara,DEL,BOM,07-Jun,07:30,20:20,12h 50,1, CCU,15523
 Air India,DEL,BOM,07-Jun,16:50,23:50,7h,1, HYD,28902
 Vistara,DEL,BOM,07-Jun,07:00,23:30,16h 30,1, BBI,12399
 Air India,DEL,BOM,07-Jun,21:15,11:35,14h 20,1, ATQ,14344
 Vistara,DEL,BOM,07-Jun,19:55,09:00,13h 05,1, MAA,16300
 Air India,DEL,BOM,07-Jun,07:10,23:50,16h 40,1, HYD,13006
 Air India,DEL,BOM,07-Jun,05:55,18:00,12h 05,1, MAA,18035
 SpiceJet,DEL,BOM,07-Jun,16:55,10:35,17h 40,1, JLR,12340
 Vistara,DEL,BOM,07-Jun,17:10,11:15,18h 05,1, IXC,12328
 AirAsia India,DEL,BOM,07-Jun,06:05,21:20,15h 15,2," VTZ, BLR",14889
 Air India,DEL,BOM,07-Jun,06:10,21:05,14h 55,1, BLR,15250
 Air India,DEL,BOM,07-Jun,06:50,20:15,13h 25,1, CCU,17239
 Vistara,DEL,BOM,07-Jun,19:50,08:15,12h 25,1, BLR,18985
 Vistara,DEL,BOM,07-Jun,19:55,11:40,15h 45,1, MAA,15677
 AirAsia India,DEL,BOM,07-Jun,08:10,00:20,16h 10,1, BLR,15616
 Air India,DEL,BOM,07-Jun,08:40,09:40,25h,1, BHO,10313
 Vistara,DEL,BOM,07-Jun,20:30,13:00,16h 30,1, CCU,15677
 Air India,DEL,BOM,07-Jun,20:15,12:20,16h 05,1, CCU,16452
 Vistara,DEL,BOM,07-Jun,13:20,16:00,26h 40,1, UDR,10264
 Vistara,DEL,BOM,07-Jun,18:40,14:45,20h 05,1, GOI,13718
 Air India,DEL,BOM,07-Jun,16:45,12:05,19h 20,1, PAT,14305
 Air India,DEL,BOM,07-Jun,09:45,18:00,8h 15,1, MAA,37685
 Air India,DEL,BOM,07-Jun,17:15,08:35,15h 20,1, BLR,21355
 SpiceJet,DEL,BOM,07-Jun,16:35,13:35,21h,1, SXR,15648
 SpiceJet,DEL,BOM,07-Jun,14:50,13:35,22h 45,1, SXR,14532
 Hahn Air Systems,DEL,BOM,07-Jun,09:50,16:00,6h 10,1, KNU,56240
 Hahn Air Systems,DEL,BOM,07-Jun,15:30,21:45,6h 15,1, VNS,57986
 Hahn Air Systems,DEL,BOM,07-Jun,13:05,19:25,6h 20,1, IXB,60820
 Hahn Air Systems,DEL,BOM,07-Jun,06:00,12:45,6h 45,1, IXG,57621
 Hahn Air Systems,DEL,BOM,07-Jun,12:05,18:50,6h 45,1, GOI,58498
 Hahn Air Systems,DEL,BOM,07-Jun,11:30,18:00,6h 30,1, DBR,61299
 Hahn Air Systems,DEL,BOM,07-Jun,18:35,01:20,6h 45,1, CCU,60545
 Hahn Air Systems,DEL,BOM,07-Jun,06:25,13:35,7h 10,1, SXR,59112
 Air India,DEL,BOM,07-Jun,21:30,23:50,26h 20,1, HYD,16175
 Air India,DEL,BOM,07-Jun,15:00,16:25,25h 25,1, VTZ,16905
 Air India,DEL,BOM,07-Jun,16:55,10:10,17h 15,1, COK,25333
 Air India,DEL,BOM,07-Jun,05:45,08:55,27h 10,2," CNN, CCJ",16405
 Hahn Air Systems,DEL,BOM,07-Jun,06:30,14:30,8h,1, IXB,60820
 Vistara,DEL,BOM,07-Jun,08:05,20:15,12h 10,1, BLR,43951
 Hahn Air Systems,DEL,BOM,07-Jun,19:55,05:15,9h 20,1, GOI,58498
 Vistara,DEL,BOM,07-Jun,11:45,16:15,28h 30,1, CJB,20395
 Emirates,DEL,BOM,07-Jun,04:15,14:10,9h 55,1, DXB,59449
 Hahn Air Systems,DEL,BOM,07-Jun,05:45,18:20,12h 35,1, RAJ,57442
 Hahn Air Systems,DEL,BOM,07-Jun,20:00,10:30,14h 30,1, JAI,55530
 Singapore Airlines,DEL,BOM,07-Jun,21:55,10:30,12h 35,1, SIN,65688
 Hahn Air Systems,DEL,BOM,07-Jun,08:45,23:55,15h 10,1, MAA,60545
 Hahn Air Systems,DEL,BOM,07-Jun,07:00,21:45,14h 45,2," DED, VNS",76931
 Singapore Airlines,DEL,BOM,07-Jun,09:00,22:10,13h 10,1, SIN,90891
 GoAir,BOM,CCU,07-Jun,21:50,00:30,2h 40,0,,6899
 Vistara,BOM,CCU,07-Jun,07:00,09:40,2h 40,0,,7735
 SpiceJet,BOM,CCU,07-Jun,06:10,08:55,2h 45,0,,7623
 SpiceJet,BOM,CCU,07-Jun,20:50,23:35,2h 45,0,,7623
 GoAir,BOM,CCU,07-Jun,05:25,08:30,3h 05,0,,6899
 Vistara,BOM,CCU,07-Jun,14:05,16:55,2h 50,0,,7719
 Vistara,BOM,CCU,07-Jun,17:20,19:55,2h 35,0,,8444
 IndiGo,BOM,CCU,07-Jun,07:50,10:20,2h 30,0,,8643
 IndiGo,BOM,CCU,07-Jun,09:50,12:25,2h 35,0,,8643
 IndiGo,BOM,CCU,07-Jun,17:35,20:10,2h 35,0,,8643
 Air India,BOM,CCU,07-Jun,21:05,23:50,2h 45,0,,8564
 Air India,BOM,CCU,07-Jun,06:00,08:50,2h 50,0,,8564
 IndiGo,BOM,CCU,07-Jun,12:55,15:40,2h 45,0,,8643
 IndiGo,BOM,CCU,07-Jun,06:25,09:10,2h 45,0,,8643
 IndiGo,BOM,CCU,07-Jun,19:25,22:20,2h 55,0,,8643
 GoAir,BOM,CCU,07-Jun,05:50,08:30,2h 40,0,,9305
 Flexflight,BOM,CCU,07-Jun,05:50,08:30,2h 40,0,,11261
 IndiGo,BOM,CCU,07-Jun,17:30,22:30,5h,1, HYD,8643
 GoAir,BOM,CCU,07-Jun,18:00,23:55,5h 55,1, DEL,8576
 IndiGo,BOM,CCU,07-Jun,13:55,19:25,5h 30,1, IXR,8643
 Flexflight,BOM,CCU,07-Jun,21:50,00:30,2h 40,0,,11634
 IndiGo,BOM,CCU,07-Jun,17:10,22:40,5h 30,1, RPR,8643
 IndiGo,BOM,CCU,07-Jun,11:10,17:15,6h 05,1, HYD,8643
 IndiGo,BOM,CCU,07-Jun,12:20,18:30,6h 10,1, RPR,8643
 Hahn Air Systems,BOM,CCU,07-Jun,06:10,08:55,2h 45,0,,20311
 Hahn Air Systems,BOM,CCU,07-Jun,20:50,23:35,2h 45,0,,20311
 IndiGo,BOM,CCU,07-Jun,15:00,21:40,6h 40,1, IDR,8643
 IndiGo,BOM,CCU,07-Jun,16:05,22:30,6h 25,1, HYD,9233
 IndiGo,BOM,CCU,07-Jun,07:15,13:20,6h 05,1, HYD,9923
 IndiGo,BOM,CCU,07-Jun,06:05,13:20,7h 15,1, HYD,8643
 IndiGo,BOM,CCU,07-Jun,15:45,23:15,7h 30,1, BBI,8643
 AirAsia India,BOM,CCU,07-Jun,18:10,02:05,7h 55,1, BLR,8405
 Vistara,BOM,CCU,07-Jun,12:25,18:05,5h 40,1, DEL,12155
 SpiceJet,BOM,CCU,07-Jun,00:35,09:05,8h 30,1, DEL,8416
 Vistara,BOM,CCU,07-Jun,17:35,22:45,5h 10,1, DEL,13847
 IndiGo,BOM,CCU,07-Jun,09:10,17:30,8h 20,1, PAT,8643
 Vistara,BOM,CCU,07-Jun,11:55,18:05,6h 10,1, DEL,12110
 Air India,BOM,CCU,07-Jun,05:25,10:40,5h 15,1, MAA,14259
 IndiGo,BOM,CCU,07-Jun,09:00,17:15,8h 15,1, HYD,9233
 IndiGo,BOM,CCU,07-Jun,21:35,06:50,9h 15,1, BBI,8643
 GoAir,BOM,CCU,07-Jun,22:30,07:50,9h 20,1, DEL,8576
 IndiGo,BOM,CCU,07-Jun,19:55,05:15,9h 20,1, HYD,8643
 GoAir,BOM,CCU,07-Jun,15:20,23:55,8h 35,1, DEL,9760
 Vistara,BOM,CCU,07-Jun,15:45,22:45,7h,1, DEL,12228
 IndiGo,BOM,CCU,07-Jun,07:15,17:15,10h,1, HYD,9233
 Air India,BOM,CCU,07-Jun,16:00,22:25,6h 25,1, DEL,15294
 Vistara,BOM,CCU,07-Jun,14:40,22:45,8h 05,1, DEL,12228
 Vistara,BOM,CCU,07-Jun,10:25,18:05,7h 40,1, DEL,13063
 GoAir,BOM,CCU,07-Jun,00:10,07:50,7h 40,1, DEL,13384
 Vistara,BOM,CCU,07-Jun,10:25,19:35,9h 10,1, DEL,11242
 Air India,BOM,CCU,07-Jun,15:25,22:25,7h,2," IXU, DEL",15351
 Vistara,BOM,CCU,07-Jun,22:45,08:20,9h 35,1, DEL,11285
 IndiGo,BOM,CCU,07-Jun,10:20,21:40,11h 20,1, IDR,9640
 GoAir,BOM,CCU,07-Jun,21:50,07:50,10h,1, DEL,11046
 Air India,BOM,CCU,07-Jun,13:00,19:10,6h 10,1, DEL,17914
 SpiceJet,BOM,CCU,07-Jun,07:20,20:50,13h 30,1, DEL,8416
 GoAir,BOM,CCU,07-Jun,20:10,09:45,13h 35,1, BLR,8732
 Vistara,BOM,CCU,07-Jun,12:15,19:35,7h 20,2," UDR, DEL",16490
 SpiceJet,BOM,CCU,07-Jun,19:35,09:05,13h 30,1, DEL,9382
 Vistara,BOM,CCU,07-Jun,21:55,08:20,10h 25,1, DEL,12228
 Vistara,BOM,CCU,07-Jun,08:45,18:05,9h 20,1, DEL,14677
 Air India,BOM,CCU,07-Jun,20:10,08:15,12h 05,1, HYD,11879
 Vistara,BOM,CCU,07-Jun,06:30,18:05,11h 35,1, DEL,13063
 Vistara,BOM,CCU,07-Jun,07:30,18:05,10h 35,1, DEL,14677
 Vistara,BOM,CCU,07-Jun,06:00,18:05,12h 05,1, DEL,13063
 Vistara,BOM,CCU,07-Jun,06:30,19:35,13h 05,1, DEL,12228
 SpiceJet,BOM,CCU,07-Jun,16:00,09:05,17h 05,1, DEL,9382
 Vistara,BOM,CCU,07-Jun,19:45,08:20,12h 35,1, DEL,13063
 Vistara,BOM,CCU,07-Jun,06:00,19:35,13h 35,1, DEL,12228
 Vistara,BOM,CCU,07-Jun,12:10,19:35,7h 25,2," DED, DEL",23129
 Air India,BOM,CCU,07-Jun,18:35,09:00,14h 25,2," AMD, DEL",12919
 SpiceJet,BOM,CCU,07-Jun,18:55,17:15,22h 20,1, GAU,8416
 Vistara,BOM,CCU,07-Jun,09:05,18:05,9h,2," BLR, DEL",21171
 SpiceJet,BOM,CCU,07-Jun,08:25,18:10,9h 45,1, IXB,20438
 GoAir,BOM,CCU,07-Jun,19:10,08:35,13h 25,1, AMD,15116
 Air India,BOM,CCU,07-Jun,08:00,19:10,11h 10,1, DEL,18333
 Air India,BOM,CCU,07-Jun,19:00,09:00,14h,1, DEL,15351
 Air India,BOM,CCU,07-Jun,07:20,19:10,11h 50,2," IDR, DEL",18282
 Air India,BOM,CCU,07-Jun,05:45,22:25,16h 40,2," BHO, DEL",13096
 Air India,BOM,CCU,07-Jun,05:45,19:10,13h 25,2," BHO, DEL",16398
 Hahn Air Systems,BOM,CCU,07-Jun,16:00,21:55,5h 55,1, DEL,37456
 Vistara,BOM,CCU,07-Jun,06:00,19:35,13h 35,2," IXC, DEL",18553
 Vistara,BOM,CCU,07-Jun,17:30,08:20,14h 50,2," BLR, DEL",19659
 Air India,BOM,CCU,07-Jun,16:00,10:40,18h 40,2," DEL, MAA",16025
 Air India,BOM,CCU,07-Jun,15:25,10:40,19h 15,3," IXU, DEL, MAA",16025
 Vistara,BOM,CCU,07-Jun,22:35,18:05,19h 30,2," AMD, DEL",16255
 Hahn Air Systems,BOM,CCU,07-Jun,00:35,09:05,8h 30,1, DEL,37517
 Emirates,BOM,CCU,07-Jun,19:20,08:15,12h 55,1, DXB,27369
 Air India,BOM,CCU,07-Jun,09:50,09:00,23h 10,3," RPR, VTZ, DEL",15359
 Vistara,BOM,CCU,07-Jun,22:35,22:45,24h 10,2," AMD, DEL",14977
 Air India,BOM,CCU,07-Jun,09:00,10:40,25h 40,1, MAA,14950
 Hahn Air Systems,BOM,CCU,07-Jun,08:25,18:10,9h 45,1, IXB,45254
 Emirates,BOM,CCU,07-Jun,15:35,08:15,16h 40,1, DXB,26612
 Vistara,BOM,CCU,07-Jun,17:00,19:35,26h 35,2," IXC, DEL",17297
 SpiceJet,BOM,CCU,07-Jun,13:10,13:10,24h,1, IXB,19940
 Vistara,BOM,CCU,07-Jun,06:35,18:05,11h 30,2," AMD, DEL",42452
 Hahn Air Systems,BOM,CCU,07-Jun,19:35,09:15,13h 40,1, MAA,36467
 Vistara,BOM,CCU,07-Jun,06:35,19:35,13h,2," AMD, DEL",41875
 Singapore Airlines,BOM,CCU,07-Jun,11:45,22:35,10h 50,1, SIN,52214
 Air India,BOM,CCU,07-Jun,09:50,19:10,33h 20,2," RPR, DEL",18271
 Hahn Air Systems,BOM,CCU,07-Jun,11:15,20:50,9h 35,2," GOI, DEL",76850
 Hahn Air Systems,BOM,CCU,07-Jun,10:50,20:50,10h,2," KNU, DEL",74257
 Hahn Air Systems,BOM,CCU,07-Jun,07:20,20:50,13h 30,1, DEL,59202
 Hahn Air Systems,BOM,CCU,07-Jun,07:20,18:10,10h 50,2," DEL, IXB",82298
 Emirates,BOM,CCU,07-Jun,22:20,19:15,20h 55,1, DXB,47152
 Hahn Air Systems,BOM,CCU,07-Jun,00:35,13:10,12h 35,2," DEL, IXB",80658
 Hahn Air Systems,BOM,CCU,07-Jun,07:20,20:45,13h 25,2," DEL, JRG",75767
 Hahn Air Systems,BOM,CCU,07-Jun,13:10,13:10,24h,1, IXB,44204
 SpiceJet,BLR,DEL,07-Jun,21:10,23:45,2h 35,0,,6629
 SpiceJet,BLR,DEL,07-Jun,05:55,08:35,2h 40,0,,7799
 AirAsia India,BLR,DEL,07-Jun,11:15,13:55,2h 40,0,,8041
 Vistara,BLR,DEL,07-Jun,08:00,10:40,2h 40,0,,8341
 Vistara,BLR,DEL,07-Jun,21:15,23:50,2h 35,0,,8341
 Vistara,BLR,DEL,07-Jun,07:00,09:40,2h 40,0,,8341
 GoAir,BLR,DEL,07-Jun,05:45,08:40,2h 55,0,,7500
 SpiceJet,BLR,DEL,07-Jun,21:50,00:35,2h 45,0,,7799
 IndiGo,BLR,DEL,07-Jun,06:00,08:45,2h 45,0,,8196
 GoAir,BLR,DEL,07-Jun,21:30,00:15,2h 45,0,,7924
 IndiGo,BLR,DEL,07-Jun,04:40,07:25,2h 45,0,,8196
 Vistara,BLR,DEL,07-Jun,09:45,12:40,2h 55,0,,8284
 IndiGo,BLR,DEL,07-Jun,22:00,00:45,2h 45,0,,8196
 IndiGo,BLR,DEL,07-Jun,00:45,03:30,2h 45,0,,8196
 AirAsia India,BLR,DEL,07-Jun,06:10,08:55,2h 45,0,,8286
